id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
32446696,Modern & Cozy 1 Bedroom Apt in the heart of NYC,241545382,Frankie,Manhattan,Hell's Kitchen,40.76142,-73.98987,Entire home/apt,180,3,17,6/19/2019,3.75,1,281
32460177,Cozy and Hip Room in Brooklyn close to Subway (D),238119405,Julia,Brooklyn,Bushwick,40.6835,-73.9074,Private room,51,1,11,6/21/2019,2.41,5,166
32638547,1.5 Bdrm In Hip Bed-Stuy Brownstone,16866694,Nikki,Brooklyn,Bedford-Stuyvesant,40.69127,-73.93856,Entire home/apt,100,1,13,6/24/2019,3.86,1,13
32742238,"Cozy cypress hill 1BR apt near jfk , bars & mta .",161514941,Maria,Brooklyn,Cypress Hills,40.68126,-73.89457,Private room,38,1,10,6/23/2019,2.46,1,365
32938308,"Sweet, Cozy and Blessed Apartment #2 (Hotel Style)",168891738,Miguel & Marisol,Bronx,Unionport,40.8267,-73.85704,Entire home/apt,100,2,18,6/28/2019,4.78,2,145
33039061,"✨Unique space, private bath, close to subway!",18869247,Jillian,Queens,Ridgewood,40.70103,-73.91018,Private room,80,2,9,7/2/2019,3.1,1,53
33046604,Brand New BK Duplex in the Center of it All!!!,65613634,Sam,Brooklyn,Bedford-Stuyvesant,40.68736,-73.93827,Entire home/apt,400,2,13,6/23/2019,5.34,1,278
33067318,A very conducive private area near to train statn,248856446,Bilikis,Queens,Rockaway Beach,40.58891,-73.80181,Private room,50,1,1,5/26/2019,0.67,1,179
33155194,Bed-Stuy 2 Bed/2 Bath - Newly Renovated,34014150,Barry,Brooklyn,Bedford-Stuyvesant,40.68394,-73.94002,Entire home/apt,175,4,4,6/3/2019,1.64,1,196
33189755,"San Carlos Hotel One Bedrm Suite/3 beds, up to 6",173685298,Janet,Manhattan,Midtown,40.75475,-73.97243,Private room,399,1,1,6/2/2019,0.81,11,364
33249193,Harlem Sanctuary 2,178833771,Danese,Manhattan,Harlem,40.82172,-73.94019,Private room,55,3,2,5/9/2019,0.67,3,353
33493942,Mid Century modern room  1 minute to Subway,251817531,Kieu,Brooklyn,Bedford-Stuyvesant,40.68913,-73.95639,Private room,72,2,6,6/23/2019,4.74,4,316
33582776,Cozy Guest Quarters in East Village Penthouse!,4765305,Haffro,Manhattan,East Village,40.7234,-73.98267,Private room,62,2,15,6/21/2019,4.84,4,284
33685563,Magical cozy studio in the heart of West village,35842670,Keshet,Manhattan,West Village,40.73792,-74.00063,Entire home/apt,230,14,2,6/20/2019,0.65,1,87
33715848,Massive Private rm Private Entrance HEART of Wb,171008642,Mona,Brooklyn,Williamsburg,40.72005,-73.95704,Private room,120,2,14,6/18/2019,4.83,1,18
33806317,Welcome homey ! Your new artist friend :),7216350,Ume,Manhattan,Lower East Side,40.72152,-73.98625,Shared room,117,1,5,6/24/2019,2.03,1,139
33833887,Sonder | Stock Exchange | Vintage 1BR + Sofa Bed,219517861,Sonder (NYC),Manhattan,Financial District,40.70701,-74.01117,Entire home/apt,228,2,1,5/26/2019,0.68,327,357
33900546,The Green Place,101790764,Zabi,Queens,Long Island City,40.74895,-73.9474,Entire home/apt,199,2,6,6/22/2019,2.81,2,175
33932433,"Room w/Loft & Private Bathroom, Private Entrance",55143966,Jason,Brooklyn,Bushwick,40.69764,-73.91585,Private room,62,17,2,7/2/2019,0.78,1,21
34194218,Cozy studio located in midtown west,2086035,Piyawan,Manhattan,Hell's Kitchen,40.75526,-73.9945,Entire home/apt,195,1,9,7/1/2019,6.14,2,267
34278532,3 Bedroom Loft Like Unit 5 minutes from train,258795923,Saf,Brooklyn,Gravesend,40.59145,-73.98546,Entire home/apt,129,3,4,6/26/2019,3,1,167
34281907,Private Room in East Williamsburg - Clean & Comfy!,17017530,Susan,Brooklyn,Williamsburg,40.71466,-73.9378,Private room,89,1,1,6/30/2019,1,1,188
34389680,Beautiful bedroom is Bushwick,221645033,Afrah,Brooklyn,Bushwick,40.70056,-73.9184,Private room,50,1,1,5/5/2019,0.45,5,328
34652761,Entire 1 Bedroom Apartment with Rooftop Access,37426897,Rosie,Brooklyn,Clinton Hill,40.69474,-73.96655,Entire home/apt,100,1,6,6/24/2019,4.19,1,80
34903658,"""Treehouse"" in the East Village with Private Patio",80573606,Alex,Manhattan,East Village,40.72649,-73.98433,Entire home/apt,275,2,3,6/16/2019,2.05,1,12
34996136,AMAZING 2 BEDS IN MEATPACKING/CHELSEA MARKET!!,91268177,Beatriz,Manhattan,Chelsea,40.74372,-74.00601,Entire home/apt,447,3,3,6/14/2019,2.2,4,179
35115612,Quiet Manhattan Apartment,264495166,Jordania,Manhattan,Morningside Heights,40.8019,-73.95924,Private room,210,1,1,6/20/2019,1,3,86
35188790,Spacious & Sunny Decatur 2F Room#3,262033253,Jenny,Brooklyn,Bushwick,40.68675,-73.909,Private room,60,1,3,7/5/2019,3,2,178
35197041,The Cobble Hill Experience 3 Bedroom,263883589,Zach,Brooklyn,Boerum Hill,40.68906,-73.98983,Entire home/apt,329,30,1,6/25/2019,1,2,63
35219812,"Cute Brooklyn Nook on Quiet, Tree-lined Street",13715158,Fiona,Brooklyn,Crown Heights,40.67542,-73.9495,Private room,45,4,2,6/28/2019,2,1,3
35230999,Marvelous apartment in KipsB,224867349,Nazarena,Manhattan,Kips Bay,40.74094,-73.9799,Entire home/apt,400,3,3,6/25/2019,2.81,1,261
35602997,Large 2bed apt Southside Williamsburg walkup,267849472,George,Brooklyn,Williamsburg,40.71269,-73.95902,Entire home/apt,185,1,2,7/1/2019,2,1,130
35657486,AMAZING APARTMENT BROWNSTONE CONFI AND BIG!,86724810,Antia,Brooklyn,Bedford-Stuyvesant,40.69252,-73.93787,Entire home/apt,200,1,1,6/21/2019,1,1,344
35768121,Murray Hill studio,2448443,Alex,Manhattan,Murray Hill,40.74849,-73.97708,Entire home/apt,140,3,1,6/17/2019,1,1,3
35839537,Empire State Jazz! Superb location!,269585762,Teri,Manhattan,Midtown,40.74894,-73.98788,Entire home/apt,99,1,2,6/22/2019,2,1,264
35961207,Bright Row House with Garden by Prospect Park,7487973,Rachel,Brooklyn,South Slope,40.66076,-73.98475,Entire home/apt,125,2,2,7/7/2019,2,1,9
35969545,Townhouse Apt. w/Backyard-20 min train to City!,7660014,Vanessa,Brooklyn,Bedford-Stuyvesant,40.6825,-73.91596,Entire home/apt,150,1,3,6/28/2019,3,1,228
35994980,Beautiful Bedroom steps away from Central Park,270790446,Aaron,Manhattan,East Harlem,40.79584,-73.94747,Private room,75,5,1,6/25/2019,1,1,291
